Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Staten Island,ELL Status,Former ELL,"2,007",4 year June,57,44,77.2,37,64.9,84.1,9,15.8,20.5,28,49.1,63.6,7,12.3,15.9,10,17.5,3,5.3,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,006",4 year June,39,32,82.1,24,61.5,75,6,15.4,18.8,18,46.2,56.3,8,20.5,25,7,17.9,0,0,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,005",4 year June,41,32,78,25,61,78.1,9,22,28.1,16,39,50,7,17.1,21.9,9,22,0,0,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,013",5 year August,57,43,75.4,33,57.9,76.7,6,10.5,14,27,47.4,62.8,10,17.5,23.3,5,8.8,7,12.3,0,0,2,3.5
Staten Island,ELL Status,Former ELL,"2,012",5 year August,70,56,80,41,58.6,73.2,2,2.9,3.6,39,55.7,69.6,15,21.4,26.8,5,7.1,7,10,0,0,2,2.9
Staten Island,ELL Status,Former ELL,"2,011",5 year August,52,36,69.2,26,50,72.2,3,5.8,8.3,23,44.2,63.9,10,19.2,27.8,5,9.6,11,21.2,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,010",5 year August,75,60,80,45,60,75,12,16,20,33,44,55,15,20,25,5,6.7,9,12,0,0,1,1.3
Staten Island,ELL Status,Former ELL,"2,009",5 year August,52,41,78.8,35,67.3,85.4,4,7.7,9.8,31,59.6,75.6,6,11.5,14.6,4,7.7,5,9.6,0,0,2,3.8
Staten Island,ELL Status,Former ELL,"2,008",5 year August,41,33,80.5,30,73.2,90.9,7,17.1,21.2,23,56.1,69.7,3,7.3,9.1,3,7.3,3,7.3,1,2.4,0,0
Staten Island,ELL Status,Former ELL,"2,007",5 year August,57,50,87.7,38,66.7,76,9,15.8,18,29,50.9,58,12,21.1,24,4,7,3,5.3,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,006",5 year August,39,34,87.2,26,66.7,76.5,6,15.4,17.6,20,51.3,58.8,8,20.5,23.5,5,12.8,0,0,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,013",5 year June,57,41,71.9,33,57.9,80.5,6,10.5,14.6,27,47.4,65.9,8,14,19.5,7,12.3,7,12.3,0,0,2,3.5
Staten Island,ELL Status,Former ELL,"2,012",5 year June,70,55,78.6,40,57.1,72.7,2,2.9,3.6,38,54.3,69.1,15,21.4,27.3,6,8.6,7,10,0,0,2,2.9
Staten Island,ELL Status,Former ELL,"2,011",5 year June,52,34,65.4,26,50,76.5,3,5.8,8.8,23,44.2,67.6,8,15.4,23.5,7,13.5,11,21.2,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,010",5 year June,75,56,74.7,43,57.3,76.8,12,16,21.4,31,41.3,55.4,13,17.3,23.2,9,12,9,12,0,0,1,1.3
Staten Island,ELL Status,Former ELL,"2,009",5 year June,52,40,76.9,35,67.3,87.5,4,7.7,10,31,59.6,77.5,5,9.6,12.5,5,9.6,5,9.6,0,0,2,3.8
Staten Island,ELL Status,Former ELL,"2,008",5 year June,41,33,80.5,30,73.2,90.9,7,17.1,21.2,23,56.1,69.7,3,7.3,9.1,3,7.3,3,7.3,1,2.4,0,0
Staten Island,ELL Status,Former ELL,"2,007",5 year June,57,49,86,37,64.9,75.5,9,15.8,18.4,28,49.1,57.1,12,21.1,24.5,5,8.8,3,5.3,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,006",5 year June,39,33,84.6,25,64.1,75.8,6,15.4,18.2,19,48.7,57.6,8,20.5,24.2,5,12.8,1,2.6,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,012",6 year June,61,50,82,36,59,72,1,1.6,2,35,57.4,70,14,23,28,1,1.6,9,14.8,0,0,1,1.6
Staten Island,ELL Status,Former ELL,"2,011",6 year June,53,38,71.7,27,50.9,71.1,3,5.7,7.9,24,45.3,63.2,11,20.8,28.9,3,5.7,12,22.6,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,010",6 year June,70,58,82.9,43,61.4,74.1,12,17.1,20.7,31,44.3,53.4,15,21.4,25.9,2,2.9,9,12.9,0,0,1,1.4
Staten Island,ELL Status,Former ELL,"2,009",6 year June,53,42,79.2,36,67.9,85.7,4,7.5,9.5,32,60.4,76.2,6,11.3,14.3,4,7.5,6,11.3,0,0,1,1.9
Staten Island,ELL Status,Former ELL,"2,008",6 year June,40,34,85,31,77.5,91.2,7,17.5,20.6,24,60,70.6,3,7.5,8.8,2,5,2,5,1,2.5,0,0
Staten Island,ELL Status,Former ELL,"2,007",6 year June,57,52,91.2,38,66.7,73.1,9,15.8,17.3,29,50.9,55.8,14,24.6,26.9,0,0,5,8.8,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,006",6 year June,39,34,87.2,26,66.7,76.5,6,15.4,17.6,20,51.3,58.8,8,20.5,23.5,4,10.3,1,2.6,0,0,0,0
Staten Island,ELL Status,Former ELL,"2,005",6 year June,37,35,94.6,26,70.3,74.3,9,24.3,25.7,17,45.9,48.6,9,24.3,25.7,2,5.4,0,0,0,0,0,0
Staten Island,ELL Status,Never ELL,"2,014",4 year August,"4,044",3324,82.2,2987,73.9,89.9,1229,30.4,37,1758,43.5,52.9,337,8.3,10.1,443,11,206,5.1,27,0.7,44,1.1
Staten Island,ELL Status,Never ELL,"2,013",4 year August,"4,169",3402,81.6,3110,74.6,91.4,1171,28.1,34.4,1939,46.5,57,292,7,8.6,455,10.9,231,5.5,27,0.6,53,1.3
Staten Island,ELL Status,Never ELL,"2,012",4 year August,"4,019",3254,81,2957,73.6,90.9,1065,26.5,32.7,1892,47.1,58.1,297,7.4,9.1,469,11.7,241,6,19,0.5,36,0.9
Staten Island,ELL Status,Never ELL,"2,011",4 year August,"4,023",3183,79.1,2913,72.4,91.5,1014,25.2,31.9,1899,47.2,59.7,270,6.7,8.5,457,11.4,292,7.3,36,0.9,52,1.3
Staten Island,ELL Status,Never ELL,"2,014",4 year June,"4,044",3264,80.7,2951,73,90.4,1228,30.4,37.6,1723,42.6,52.8,313,7.7,9.6,503,12.4,206,5.1,27,0.7,44,1.1
Staten Island,ELL Status,Never ELL,"2,013",4 year June,"4,169",3342,80.2,3068,73.6,91.8,1170,28.1,35,1898,45.5,56.8,274,6.6,8.2,515,12.4,231,5.5,27,0.6,53,1.3
Staten Island,ELL Status,Never ELL,"2,012",4 year June,"4,019",3180,79.1,2909,72.4,91.5,1065,26.5,33.5,1844,45.9,58,271,6.7,8.5,543,13.5,241,6,19,0.5,36,0.9
Staten Island,ELL Status,Never ELL,"2,011",4 year June,"4,023",3122,77.6,2871,71.4,92,1014,25.2,32.5,1857,46.2,59.5,251,6.2,8,517,12.9,292,7.3,37,0.9,52,1.3
Staten Island,ELL Status,Never ELL,"2,013",5 year August,"4,165",3519,84.5,3179,76.3,90.3,1172,28.1,33.3,2007,48.2,57,340,8.2,9.7,184,4.4,341,8.2,56,1.3,64,1.5
Staten Island,ELL Status,Never ELL,"2,012",5 year August,"4,145",3502,84.5,3138,75.7,89.6,1104,26.6,31.5,2034,49.1,58.1,364,8.8,10.4,204,4.9,339,8.2,45,1.1,55,1.3
Staten Island,ELL Status,Never ELL,"2,013",5 year June,"4,165",3506,84.2,3172,76.2,90.5,1172,28.1,33.4,2000,48,57,334,8,9.5,197,4.7,341,8.2,56,1.3,64,1.5
Staten Island,ELL Status,Never ELL,"2,012",5 year June,"4,145",3497,84.4,3134,75.6,89.6,1104,26.6,31.6,2030,49,58,363,8.8,10.4,209,5,339,8.2,45,1.1,55,1.3
Staten Island,ELL Status,Never ELL,"2,012",6 year June,"4,141",3544,85.6,3156,76.2,89.1,1104,26.7,31.2,2052,49.6,57.9,388,9.4,10.9,122,2.9,356,8.6,52,1.3,67,1.6
Staten Island,ELL Status,Never ELL,"2,011",6 year June,"4,166",3497,83.9,3129,75.1,89.5,1053,25.3,30.1,2076,49.8,59.4,368,8.8,10.5,132,3.2,413,9.9,54,1.3,67,1.6
Staten Island,ELL Status,Not ELL,"2,014",4 year August,"4,434",3643,82.2,3276,73.9,89.9,1325,29.9,36.4,1951,44,53.6,367,8.3,10.1,490,11.1,222,5,27,0.6,52,1.2
Staten Island,ELL Status,Not ELL,"2,013",4 year August,"4,455",3629,81.5,3315,74.4,91.3,1227,27.5,33.8,2088,46.9,57.5,314,7,8.7,491,11,242,5.4,34,0.8,58,1.3
Staten Island,ELL Status,Not ELL,"2,012",4 year August,"4,373",3541,81,3216,73.5,90.8,1149,26.3,32.4,2067,47.3,58.4,325,7.4,9.2,521,11.9,249,5.7,23,0.5,39,0.9
Staten Island,ELL Status,Not ELL,"2,011",4 year August,"4,321",3405,78.8,3105,71.9,91.2,1078,24.9,31.7,2027,46.9,59.5,300,6.9,8.8,521,12.1,300,6.9,38,0.9,54,1.2
Staten Island,ELL Status,Not ELL,"2,010",4 year August,"4,385",3511,80.1,3196,72.9,91,1043,23.8,29.7,2153,49.1,61.3,315,7.2,9,475,10.8,335,7.6,18,0.4,46,1
Staten Island,ELL Status,Not ELL,"2,009",4 year August,"4,373",3341,76.4,3116,71.3,93.3,1100,25.2,32.9,2016,46.1,60.3,225,5.1,6.7,586,13.4,339,7.8,33,0.8,73,1.7
Staten Island,ELL Status,Not ELL,"2,008",4 year August,"4,422",3360,76,3137,70.9,93.4,1074,24.3,32,2063,46.7,61.4,223,5,6.6,613,13.9,352,8,27,0.6,68,1.5
Staten Island,ELL Status,Not ELL,"2,007",4 year August,"4,295",3237,75.4,2855,66.5,88.2,990,23.1,30.6,1865,43.4,57.6,382,8.9,11.8,589,13.7,348,8.1,27,0.6,87,2
Staten Island,ELL Status,Not ELL,"2,006",4 year August,"4,411",3311,75.1,2786,63.2,84.1,1175,26.6,35.5,1611,36.5,48.7,525,11.9,15.9,566,12.8,389,8.8,44,1,98,2.2
Staten Island,ELL Status,Not ELL,"2,005",4 year August,"4,232",3092,73.1,2456,58,79.4,1047,24.7,33.9,1409,33.3,45.6,636,15,20.6,605,14.3,321,7.6,60,1.4,154,3.6
Staten Island,ELL Status,Not ELL,"2,014",4 year June,"4,434",3570,80.5,3230,72.8,90.5,1324,29.9,37.1,1906,43,53.4,340,7.7,9.5,563,12.7,222,5,27,0.6,52,1.2
Staten Island,ELL Status,Not ELL,"2,013",4 year June,"4,455",3564,80,3268,73.4,91.7,1226,27.5,34.4,2042,45.8,57.3,296,6.6,8.3,556,12.5,242,5.4,34,0.8,58,1.3
Staten Island,ELL Status,Not ELL,"2,012",4 year June,"4,373",3460,79.1,3164,72.4,91.4,1149,26.3,33.2,2015,46.1,58.2,296,6.8,8.6,602,13.8,249,5.7,23,0.5,39,0.9
Staten Island,ELL Status,Not ELL,"2,011",4 year June,"4,321",3335,77.2,3057,70.7,91.7,1078,24.9,32.3,1979,45.8,59.3,278,6.4,8.3,590,13.7,300,6.9,39,0.9,54,1.2
Staten Island,ELL Status,Not ELL,"2,010",4 year June,"4,385",3400,77.5,3121,71.2,91.8,1040,23.7,30.6,2081,47.5,61.2,279,6.4,8.2,586,13.4,335,7.6,18,0.4,46,1
Staten Island,ELL Status,Not ELL,"2,009",4 year June,"4,373",3242,74.1,3036,69.4,93.6,1097,25.1,33.8,1939,44.3,59.8,206,4.7,6.4,684,15.6,339,7.8,34,0.8,73,1.7
Staten Island,ELL Status,Not ELL,"2,008",4 year June,"4,422",3247,73.4,3056,69.1,94.1,1072,24.2,33,1984,44.9,61.1,191,4.3,5.9,726,16.4,352,8,27,0.6,68,1.5
Staten Island,ELL Status,Not ELL,"2,007",4 year June,"4,295",3150,73.3,2801,65.2,88.9,989,23,31.4,1812,42.2,57.5,349,8.1,11.1,674,15.7,351,8.2,28,0.7,84,2
Staten Island,ELL Status,Not ELL,"2,006",4 year June,"4,411",3240,73.5,2750,62.3,84.9,1173,26.6,36.2,1577,35.8,48.7,490,11.1,15.1,636,14.4,390,8.8,44,1,98,2.2
Staten Island,ELL Status,Not ELL,"2,005",4 year June,"4,232",3007,71.1,2417,57.1,80.4,1047,24.7,34.8,1370,32.4,45.6,590,13.9,19.6,690,16.3,321,7.6,60,1.4,154,3.6
Staten Island,ELL Status,Not ELL,"2,004",4 year June,"3,989",2752,69,2205,55.3,80.1,1027,25.7,37.3,1178,29.5,42.8,547,13.7,19.9,774,19.4,343,8.6,113,2.8,7,0.2
Staten Island,ELL Status,Not ELL,"2,003",4 year June,"4,017",2738,68.2,2123,52.9,77.5,878,21.9,32.1,1245,31,45.5,615,15.3,22.5,846,21.1,338,8.4,61,1.5,34,0.8
Staten Island,ELL Status,Not ELL,"2,002",4 year June,"3,981",2680,67.3,2023,50.8,75.5,857,21.5,32,1166,29.3,43.5,659,16.6,24.6,780,19.6,387,9.7,39,1,94,2.4
Staten Island,ELL Status,Not ELL,"2,001",4 year June,"3,701",2523,68.2,1885,50.9,74.7,872,23.6,34.6,1013,27.4,40.2,639,17.3,25.3,708,19.1,379,10.2,80,2.2,11,0.3
Staten Island,ELL Status,Not ELL,"2,013",5 year August,"4,475",3782,84.5,3409,76.2,90.1,1229,27.5,32.5,2180,48.7,57.6,373,8.3,9.9,198,4.4,359,8,64,1.4,71,1.6
Staten Island,ELL Status,Not ELL,"2,012",5 year August,"4,373",3684,84.2,3292,75.3,89.4,1148,26.3,31.2,2144,49,58.2,392,9,10.6,222,5.1,358,8.2,48,1.1,61,1.4
Staten Island,ELL Status,Not ELL,"2,011",5 year August,"4,328",3590,82.9,3212,74.2,89.5,1078,24.9,30,2134,49.3,59.4,378,8.7,10.5,211,4.9,415,9.6,52,1.2,58,1.3
Staten Island,ELL Status,Not ELL,"2,010",5 year August,"4,375",3650,83.4,3271,74.8,89.6,1043,23.8,28.6,2228,50.9,61,379,8.7,10.4,185,4.2,425,9.7,41,0.9,71,1.6
Staten Island,ELL Status,Not ELL,"2,009",5 year August,"4,366",3529,80.8,3236,74.1,91.7,1103,25.3,31.3,2133,48.9,60.4,293,6.7,8.3,228,5.2,490,11.2,31,0.7,83,1.9
Staten Island,ELL Status,Not ELL,"2,008",5 year August,"4,405",3510,79.7,3239,73.5,92.3,1074,24.4,30.6,2165,49.1,61.7,271,6.2,7.7,224,5.1,506,11.5,77,1.7,83,1.9
Staten Island,ELL Status,Not ELL,"2,007",5 year August,"4,286",3387,79,2930,68.4,86.5,990,23.1,29.2,1940,45.3,57.3,457,10.7,13.5,187,4.4,540,12.6,70,1.6,96,2.2
Staten Island,ELL Status,Not ELL,"2,006",5 year August,"4,456",3461,77.7,2847,63.9,82.3,1176,26.4,34,1671,37.5,48.3,614,13.8,17.7,232,5.2,570,12.8,94,2.1,93,2.1
Staten Island,ELL Status,Not ELL,"2,013",5 year June,"4,475",3769,84.2,3402,76,90.3,1229,27.5,32.6,2173,48.6,57.7,367,8.2,9.7,211,4.7,359,8,64,1.4,71,1.6
Staten Island,ELL Status,Not ELL,"2,012",5 year June,"4,373",3676,84.1,3285,75.1,89.4,1148,26.3,31.2,2137,48.9,58.1,391,8.9,10.6,230,5.3,358,8.2,48,1.1,61,1.4
Staten Island,ELL Status,Not ELL,"2,011",5 year June,"4,328",3557,82.2,3193,73.8,89.8,1078,24.9,30.3,2115,48.9,59.5,364,8.4,10.2,244,5.6,415,9.6,52,1.2,58,1.3
Staten Island,ELL Status,Not ELL,"2,010",5 year June,"4,375",3636,83.1,3264,74.6,89.8,1043,23.8,28.7,2221,50.8,61.1,372,8.5,10.2,199,4.5,425,9.7,41,0.9,71,1.6
Staten Island,ELL Status,Not ELL,"2,009",5 year June,"4,366",3503,80.2,3221,73.8,91.9,1103,25.3,31.5,2118,48.5,60.5,282,6.5,8.1,253,5.8,491,11.2,31,0.7,83,1.9
Staten Island,ELL Status,Not ELL,"2,008",5 year June,"4,405",3493,79.3,3231,73.3,92.5,1074,24.4,30.7,2157,49,61.8,262,5.9,7.5,240,5.4,506,11.5,78,1.8,83,1.9
Staten Island,ELL Status,Not ELL,"2,007",5 year June,"4,286",3359,78.4,2917,68.1,86.8,990,23.1,29.5,1927,45,57.4,442,10.3,13.2,205,4.8,550,12.8,70,1.6,96,2.2
Staten Island,ELL Status,Not ELL,"2,006",5 year June,"4,456",3445,77.3,2843,63.8,82.5,1176,26.4,34.1,1667,37.4,48.4,602,13.5,17.5,240,5.4,582,13.1,94,2.1,89,2
Staten Island,ELL Status,Not ELL,"2,005",5 year June,"4,335",3292,75.9,2546,58.7,77.3,1056,24.4,32.1,1490,34.4,45.3,746,17.2,22.7,259,6,530,12.2,96,2.2,152,3.5
Staten Island,ELL Status,Not ELL,"2,004",5 year June,"4,126",3086,74.8,2321,56.3,75.2,1032,25,33.4,1289,31.2,41.8,765,18.5,24.8,212,5.1,517,12.5,110,2.7,201,4.9
Staten Island,ELL Status,Not ELL,"2,003",5 year June,"4,017",2987,74.4,2213,55.1,74.1,884,22,29.6,1329,33.1,44.5,774,19.3,25.9,317,7.9,554,13.8,119,3,39,1
Staten Island,ELL Status,Not ELL,"2,002",5 year June,"3,981",2932,73.6,2123,53.3,72.4,861,21.6,29.4,1262,31.7,43,827,20.8,28.2,349,8.8,534,13.4,69,1.7,96,2.4
Staten Island,ELL Status,Not ELL,"2,001",5 year June,"3,701",2772,74.9,1960,53,70.7,879,23.8,31.7,1081,29.2,39,819,22.1,29.5,198,5.3,604,16.3,115,3.1,11,0.3
Staten Island,ELL Status,Not ELL,"2,012",6 year June,"4,379",3738,85.4,3316,75.7,88.7,1149,26.2,30.7,2167,49.5,58,422,9.6,11.3,133,3,377,8.6,57,1.3,74,1.7
Staten Island,ELL Status,Not ELL,"2,011",6 year June,"4,338",3635,83.8,3231,74.5,88.9,1078,24.9,29.7,2153,49.6,59.2,404,9.3,11.1,138,3.2,433,10,59,1.4,70,1.6
Staten Island,ELL Status,Not ELL,"2,010",6 year June,"4,380",3704,84.6,3294,75.2,88.9,1043,23.8,28.2,2251,51.4,60.8,410,9.4,11.1,123,2.8,434,9.9,48,1.1,70,1.6
Staten Island,ELL Status,Not ELL,"2,009",6 year June,"4,360",3589,82.3,3259,74.7,90.8,1103,25.3,30.7,2156,49.4,60.1,330,7.6,9.2,130,3,505,11.6,48,1.1,86,2
Staten Island,ELL Status,Not ELL,"2,008",6 year June,"4,399",3562,81,3268,74.3,91.7,1074,24.4,30.2,2194,49.9,61.6,294,6.7,8.3,108,2.5,536,12.2,108,2.5,78,1.8
Staten Island,ELL Status,Not ELL,"2,007",6 year June,"4,284",3447,80.5,2957,69,85.8,990,23.1,28.7,1967,45.9,57.1,490,11.4,14.2,77,1.8,581,13.6,79,1.8,94,2.2
Staten Island,ELL Status,Not ELL,"2,006",6 year June,"4,400",3512,79.8,2862,65,81.5,1176,26.7,33.5,1686,38.3,48,650,14.8,18.5,118,2.7,592,13.5,79,1.8,91,2.1
Staten Island,ELL Status,Not ELL,"2,005",6 year June,"4,295",3332,77.6,2544,59.2,76.4,1047,24.4,31.4,1497,34.9,44.9,788,18.3,23.6,147,3.4,570,13.3,98,2.3,144,3.4
Staten Island,ELL Status,Not ELL,"2,004",6 year June,"4,122",3153,76.5,2341,56.8,74.2,1032,25,32.7,1309,31.8,41.5,812,19.7,25.8,230,5.6,568,13.8,108,2.6,60,1.5
Staten Island,ELL Status,Not ELL,"2,003",6 year June,"4,054",3072,75.8,2228,55,72.5,884,21.8,28.8,1344,33.2,43.8,844,20.8,27.5,146,3.6,630,15.5,119,2.9,86,2.1
Staten Island,ELL Status,Not ELL,"2,002",6 year June,"3,981",3002,75.4,2141,53.8,71.3,861,21.6,28.7,1280,32.2,42.6,879,22.1,29.3,188,4.7,620,15.6,74,1.9,96,2.4
Staten Island,ELL Status,Not ELL,"2,001",6 year June,"3,701",2805,75.8,1970,53.2,70.2,879,23.8,31.3,1091,29.5,38.9,847,22.9,30.2,111,3,653,17.6,120,3.2,11,0.3
Staten Island,Ethnicity,Asian,"2,014",4 year August,506,477,94.3,468,92.5,98.1,314,62.1,65.8,154,30.4,32.3,9,1.8,1.9,17,3.4,9,1.8,2,0.4,1,0.2
Staten Island,Ethnicity,Asian,"2,013",4 year August,463,432,93.3,428,92.4,99.1,281,60.7,65,147,31.7,34,4,0.9,0.9,21,4.5,3,0.6,1,0.2,6,1.3
Staten Island,Ethnicity,Asian,"2,012",4 year August,459,422,91.9,415,90.4,98.3,281,61.2,66.6,134,29.2,31.8,7,1.5,1.7,26,5.7,9,2,1,0.2,1,0.2
Staten Island,Ethnicity,Asian,"2,011",4 year August,457,420,91.9,404,88.4,96.2,263,57.5,62.6,141,30.9,33.6,16,3.5,3.8,26,5.7,8,1.8,1,0.2,2,0.4
Staten Island,Ethnicity,Asian,"2,010",4 year August,418,398,95.2,394,94.3,99,225,53.8,56.5,169,40.4,42.5,4,1,1,11,2.6,7,1.7,0,0,2,0.5
Staten Island,Ethnicity,Asian,"2,009",4 year August,452,417,92.3,408,90.3,97.8,258,57.1,61.9,150,33.2,36,9,2,2.2,20,4.4,12,2.7,1,0.2,2,0.4
Staten Island,Ethnicity,Asian,"2,008",4 year August,420,393,93.6,389,92.6,99,231,55,58.8,158,37.6,40.2,4,1,1,20,4.8,6,1.4,1,0.2,0,0
Staten Island,Ethnicity,Asian,"2,007",4 year August,411,378,92,356,86.6,94.2,214,52.1,56.6,142,34.5,37.6,22,5.4,5.8,24,5.8,7,1.7,0,0,2,0.5
Staten Island,Ethnicity,Asian,"2,006",4 year August,439,393,89.5,366,83.4,93.1,243,55.4,61.8,123,28,31.3,27,6.2,6.9,21,4.8,17,3.9,5,1.1,3,0.7
Staten Island,Ethnicity,Asian,"2,005",4 year August,379,331,87.3,299,78.9,90.3,187,49.3,56.5,112,29.6,33.8,32,8.4,9.7,35,9.2,6,1.6,2,0.5,5,1.3
Staten Island,Ethnicity,Asian,"2,014",4 year June,506,472,93.3,465,91.9,98.5,314,62.1,66.5,151,29.8,32,7,1.4,1.5,22,4.3,9,1.8,2,0.4,1,0.2
Staten Island,Ethnicity,Asian,"2,013",4 year June,463,424,91.6,421,90.9,99.3,279,60.3,65.8,142,30.7,33.5,3,0.6,0.7,29,6.3,3,0.6,1,0.2,6,1.3
Staten Island,Ethnicity,Asian,"2,012",4 year June,459,417,90.8,412,89.8,98.8,281,61.2,67.4,131,28.5,31.4,5,1.1,1.2,31,6.8,9,2,1,0.2,1,0.2
Staten Island,Ethnicity,Asian,"2,011",4 year June,457,411,89.9,398,87.1,96.8,263,57.5,64,135,29.5,32.8,13,2.8,3.2,35,7.7,8,1.8,1,0.2,2,0.4
Staten Island,Ethnicity,Asian,"2,010",4 year June,418,395,94.5,391,93.5,99,225,53.8,57,166,39.7,42,4,1,1,14,3.3,7,1.7,0,0,2,0.5
Staten Island,Ethnicity,Asian,"2,009",4 year June,452,404,89.4,397,87.8,98.3,258,57.1,63.9,139,30.8,34.4,7,1.5,1.7,33,7.3,12,2.7,1,0.2,2,0.4
Staten Island,Ethnicity,Asian,"2,008",4 year June,420,386,91.9,382,91,99,230,54.8,59.6,152,36.2,39.4,4,1,1,27,6.4,6,1.4,1,0.2,0,0
Staten Island,Ethnicity,Asian,"2,007",4 year June,411,374,91,354,86.1,94.7,214,52.1,57.2,140,34.1,37.4,20,4.9,5.3,28,6.8,7,1.7,0,0,2,0.5
Staten Island,Ethnicity,Asian,"2,006",4 year June,439,392,89.3,365,83.1,93.1,243,55.4,62,122,27.8,31.1,27,6.2,6.9,22,5,17,3.9,5,1.1,3,0.7
Staten Island,Ethnicity,Asian,"2,005",4 year June,379,326,86,296,78.1,90.8,187,49.3,57.4,109,28.8,33.4,30,7.9,9.2,40,10.6,6,1.6,2,0.5,5,1.3
Staten Island,Ethnicity,Asian,"2,004",4 year June,368,319,86.7,291,79.1,91.2,178,48.4,55.8,113,30.7,35.4,28,7.6,8.8,37,10.1,6,1.6,6,1.6,0,0
Staten Island,Ethnicity,Asian,"2,003",4 year June,362,302,83.4,261,72.1,86.4,152,42,50.3,109,30.1,36.1,41,11.3,13.6,39,10.8,18,5,3,0.8,0,0
Staten Island,Ethnicity,Asian,"2,002",4 year June,319,265,83.1,222,69.6,83.8,141,44.2,53.2,81,25.4,30.6,44,13.8,16.6,35,11,15,4.7,1,0.3,3,0.9
Staten Island,Ethnicity,Asian,"2,001",4 year June,333,268,80.5,225,67.6,84,138,41.4,51.5,87,26.1,32.5,43,12.9,16,46,13.8,16,4.8,3,0.9,0,0
Staten Island,Ethnicity,Asian,"2,013",5 year August,463,440,95,430,92.9,97.7,281,60.7,63.9,149,32.2,33.9,10,2.2,2.3,9,1.9,6,1.3,3,0.6,5,1.1
Staten Island,Ethnicity,Asian,"2,012",5 year August,457,433,94.7,424,92.8,97.9,281,61.5,64.9,143,31.3,33,9,2,2.1,5,1.1,14,3.1,3,0.7,2,0.4
Staten Island,Ethnicity,Asian,"2,011",5 year August,452,431,95.4,412,91.2,95.6,263,58.2,61,149,33,34.6,19,4.2,4.4,10,2.2,8,1.8,1,0.2,2,0.4
Staten Island,Ethnicity,Asian,"2,010",5 year August,419,400,95.5,396,94.5,99,225,53.7,56.3,171,40.8,42.8,4,1,1,3,0.7,13,3.1,0,0,3,0.7
Staten Island,Ethnicity,Asian,"2,009",5 year August,451,423,93.8,413,91.6,97.6,258,57.2,61,155,34.4,36.6,10,2.2,2.4,9,2,15,3.3,1,0.2,3,0.7
Staten Island,Ethnicity,Asian,"2,008",5 year August,421,399,94.8,394,93.6,98.7,231,54.9,57.9,163,38.7,40.9,5,1.2,1.3,8,1.9,10,2.4,3,0.7,1,0.2
Staten Island,Ethnicity,Asian,"2,007",5 year August,414,385,93,362,87.4,94,215,51.9,55.8,147,35.5,38.2,23,5.6,6,8,1.9,16,3.9,3,0.7,2,0.5
Staten Island,Ethnicity,Asian,"2,006",5 year August,445,404,90.8,372,83.6,92.1,244,54.8,60.4,128,28.8,31.7,32,7.2,7.9,11,2.5,19,4.3,8,1.8,3,0.7
Staten Island,Ethnicity,Asian,"2,013",5 year June,463,437,94.4,430,92.9,98.4,281,60.7,64.3,149,32.2,34.1,7,1.5,1.6,12,2.6,6,1.3,3,0.6,5,1.1
Staten Island,Ethnicity,Asian,"2,012",5 year June,457,432,94.5,423,92.6,97.9,281,61.5,65,142,31.1,32.9,9,2,2.1,6,1.3,14,3.1,3,0.7,2,0.4
Staten Island,Ethnicity,Asian,"2,011",5 year June,452,428,94.7,410,90.7,95.8,263,58.2,61.4,147,32.5,34.3,18,4,4.2,13,2.9,8,1.8,1,0.2,2,0.4
Staten Island,Ethnicity,Asian,"2,010",5 year June,419,400,95.5,396,94.5,99,225,53.7,56.3,171,40.8,42.8,4,1,1,3,0.7,13,3.1,0,0,3,0.7
Staten Island,Ethnicity,Asian,"2,009",5 year June,451,423,93.8,413,91.6,97.6,258,57.2,61,155,34.4,36.6,10,2.2,2.4,9,2,15,3.3,1,0.2,3,0.7
Staten Island,Ethnicity,Asian,"2,008",5 year June,421,399,94.8,394,93.6,98.7,231,54.9,57.9,163,38.7,40.9,5,1.2,1.3,8,1.9,10,2.4,3,0.7,1,0.2
Staten Island,Ethnicity,Asian,"2,007",5 year June,414,383,92.5,360,87,94,215,51.9,56.1,145,35,37.9,23,5.6,6,10,2.4,16,3.9,3,0.7,2,0.5
